database,inat.id,date,latitude,longitude,morph.class
iNaturalist,8907692,11/23/2017,51.05655283,-114.0861805,melanic
iNaturalist,8907910,11/22/2017,51.07695283,-114.1253362,gray
iNaturalist,8909028,11/23/2017,31.331512,-94.707235,gray
iNaturalist,8909334,11/22/2017,51.05933357,-114.0888234,melanic
iNaturalist,8909915,10/20/2017,50.98103667,-114.0527945,gray
iNaturalist,8910245,11/23/2017,51.0592634,-114.1262819,gray
iNaturalist,8910453,11/22/2017,51.07899167,-114.1275167,melanic
iNaturalist,8910642,11/23/2017,49.82267269,-97.1318668,gray
iNaturalist,8910866,11/23/2017,51.06183883,-114.1080028,melanic
iNaturalist,8910875,11/23/2017,40.76961333,-73.971175,gray
iNaturalist,8911087,11/23/2017,51.06454167,-114.1093055,melanic
iNaturalist,8911465,11/23/2017,44.22332833,-76.490455,melanic
iNaturalist,8911475,11/23/2017,44.22284667,-76.49610833,gray
iNaturalist,8912680,10/11/2017,40.7162835,-74.2532234,gray
iNaturalist,8913434,11/22/2017,29.75694873,-95.5755714,gray
iNaturalist,8913944,11/2/2017,40.74208422,-74.17436047,gray
iNaturalist,8914013,9/19/2017,35.16284528,-80.76182842,gray
iNaturalist,8918166,11/22/2017,51.05944596,-114.0892127,melanic
iNaturalist,8920200,11/22/2017,51.05930639,-114.0895054,melanic
iNaturalist,8921939,11/24/2017,34.05472656,-84.54416131,gray
iNaturalist,8922429,11/24/2017,50.87982194,-113.9829634,gray
iNaturalist,8922435,11/24/2017,50.82857995,-113.9850861,melanic
iNaturalist,8922982,11/24/2017,51.07891464,-114.1331406,gray
iNaturalist,8924578,11/24/2017,51.05864334,-114.1239243,gray
iNaturalist,8924634,11/24/2017,51.05755603,-114.1204301,melanic
iNaturalist,8926673,11/22/2017,47.67833129,-122.337162,gray
iNaturalist,8926731,11/24/2017,51.0645945,-114.1091305,gray
iNaturalist,8926786,11/24/2017,51.06616667,-114.1094055,melanic
iNaturalist,8927073,11/20/2017,45.349909,-75.818754,melanic
iNaturalist,8928591,11/24/2017,45.36869992,-75.79622269,melanic
iNaturalist,8928776,11/25/2017,44.68420333,-72.670655,gray
iNaturalist,8928784,11/24/2017,45.29105612,-75.81083536,melanic
iNaturalist,8928801,11/24/2017,45.29442234,-75.81216574,melanic
iNaturalist,8928913,11/9/2017,40.81927452,-73.94722011,gray
iNaturalist,8929994,11/25/2017,42.33814848,-71.08876954,gray
iNaturalist,8930904,11/22/2017,38.90012741,-77.03723907,gray
iNaturalist,8931912,11/25/2017,40.7321494,-73.98107453,melanic
iNaturalist,8932654,11/18/2017,42.157953,-71.544558,gray
iNaturalist,8932945,11/25/2017,47.44589151,-122.1396467,gray
iNaturalist,8933352,11/24/2017,43.53997862,-71.46696854,gray
iNaturalist,8934258,11/25/2017,50.97782833,-114.0609138,melanic
iNaturalist,8935449,11/25/2017,44.56781333,-78.28338333,melanic
iNaturalist,8935859,11/25/2017,29.7002212,-95.4517769,gray
iNaturalist,8937293,11/25/2017,51.062775,-114.1092083,melanic
iNaturalist,8937383,11/25/2017,51.079125,-114.1328195,melanic
iNaturalist,8937397,11/25/2017,51.07914717,-114.1326917,melanic
iNaturalist,8937768,11/25/2017,51.06581383,-114.0878305,melanic
iNaturalist,8937970,11/25/2017,51.11078617,-113.9354783,melanic
iNaturalist,8938324,5/19/2016,43.08631487,-79.07503934,gray
iNaturalist,8939147,8/6/2017,43.66752794,-79.39557552,melanic
iNaturalist,8939820,11/25/2017,43.30260166,-79.84391212,melanic
iNaturalist,8939821,11/25/2017,43.30260166,-79.84395504,gray
iNaturalist,8941270,11/25/2017,42.5403581,-83.8436671,other
iNaturalist,8942340,11/26/2017,41.568588,-73.066785,melanic
iNaturalist,8942894,11/21/2017,27.09090738,-80.29609669,gray
iNaturalist,8943175,11/26/2017,51.0757445,-114.1345222,melanic
iNaturalist,8943433,11/17/2017,39.9281681,-83.15002441,gray
iNaturalist,8943920,2/4/2017,40.01040278,-75.26365,gray
iNaturalist,8943946,11/26/2017,40.90156064,-83.90576363,melanic
iNaturalist,8944373,11/26/2017,40.1250329,-75.35624175,gray
iNaturalist,8944828,11/26/2017,39.0589536,-77.03285726,gray
iNaturalist,8945132,11/26/2017,44.14497361,-94.01291898,gray
iNaturalist,8945234,11/26/2017,39.05889222,-77.03284109,melanic
iNaturalist,8945547,11/26/2017,42.31143951,-71.04794562,gray
iNaturalist,8946616,11/26/2017,31.331512,-94.707235,gray
iNaturalist,8947104,11/21/2017,37.3899361,-122.0833558,gray
iNaturalist,8947599,11/26/2017,39.22352667,-76.86296833,gray
iNaturalist,8947609,11/26/2017,39.22352667,-76.86296833,gray
iNaturalist,8948260,11/19/2017,35.89662915,-93.45337629,gray
iNaturalist,8948604,4/9/2017,29.7567341,-95.72276652,gray
iNaturalist,8950032,11/19/2017,34.74915,-92.26812167,gray
iNaturalist,8950116,11/23/2017,34.6233,-85.1391,gray
iNaturalist,8953225,11/24/2017,51.07797217,-114.1326362,gray
iNaturalist,8953532,11/26/2017,45.36900142,-75.79613686,melanic
iNaturalist,8953554,11/26/2017,45.36957426,-75.79648018,gray
iNaturalist,8953561,11/26/2017,45.37075007,-75.79703808,melanic
iNaturalist,8953873,11/27/2017,51.05527783,-114.0899722,melanic
iNaturalist,8953923,6/24/2017,40.77818333,-73.97029167,melanic
iNaturalist,8954942,11/27/2017,40.74086046,-74.17309991,gray
iNaturalist,8955691,11/27/2017,46.50753833,-84.289795,melanic
iNaturalist,8956035,11/4/2017,47.49688667,-95.00624167,melanic
iNaturalist,8958288,11/27/2017,43.62877716,-72.93956572,gray
iNaturalist,8960031,11/21/2017,38.93343753,-77.05572098,melanic
iNaturalist,8960310,11/26/2017,39.64104167,-84.18046667,gray
iNaturalist,8961801,11/7/2017,37.4338418,-122.0997942,gray
iNaturalist,8962315,11/27/2017,37.5088838,-122.2772557,gray
iNaturalist,8963846,7/27/2010,42.35782828,-71.07321739,gray
iNaturalist,8963907,11/27/2017,40.198412,-75.009402,gray
iNaturalist,8963986,11/26/2017,26.0386054,-80.1196094,gray
iNaturalist,8964478,11/6/2017,25.9517247,-80.1919526,gray
iNaturalist,8964514,11/28/2017,51.07993333,-114.1335972,melanic
iNaturalist,8964516,11/28/2017,51.07893883,-114.1327222,melanic
iNaturalist,8964530,11/28/2017,40.28041167,-74.00463055,gray
iNaturalist,8964539,11/28/2017,40.28035333,-74.00453888,gray
iNaturalist,8964758,11/28/2017,40.27792962,-74.00754391,gray
iNaturalist,8964964,11/27/2017,41.789694,-88.023862,gray
iNaturalist,8965546,11/28/2017,40.27703667,-74.00537778,gray
iNaturalist,8966409,11/28/2017,32.24239667,-80.68668333,gray
iNaturalist,8967922,11/28/2017,42.38443833,-82.92122833,gray
iNaturalist,8968219,11/26/2017,34.10525,-83.96821667,gray
iNaturalist,8968225,11/26/2017,34.10525,-83.96821667,gray
iNaturalist,8968384,11/28/2015,45.4215296,-75.6971931,melanic
iNaturalist,8969142,11/28/2017,40.83533833,-73.89628667,gray
iNaturalist,8969195,11/28/2017,40.77387459,-74.43110827,gray
iNaturalist,8970616,11/28/2017,39.05939484,-77.03154755,gray
iNaturalist,8970889,11/28/2017,44.30625278,-78.36246944,melanic
iNaturalist,8971423,5/24/2017,40.67109351,-73.96635264,gray
iNaturalist,8971426,5/24/2017,40.67157158,-73.96747246,gray
iNaturalist,8971463,11/28/2017,41.79059219,-87.60249329,gray
iNaturalist,8971742,11/28/2017,37.3899121,-122.0834054,gray
iNaturalist,8972571,11/4/2017,39.03309167,-77.11872217,gray
iNaturalist,8973164,5/9/2017,29.668498,-82.238135,gray
iNaturalist,8975422,11/26/2017,49.29380157,-123.1501722,melanic
iNaturalist,8975427,11/26/2017,49.29380157,-123.1501722,gray
iNaturalist,8976854,11/29/2017,26.37833338,-80.09859986,gray
iNaturalist,8978239,11/29/2017,40.81498113,-73.94961457,gray
iNaturalist,8978269,11/29/2017,51.05634717,-114.0866083,melanic
iNaturalist,8978283,11/29/2017,51.05671383,-114.0850055,melanic
iNaturalist,8978347,11/14/2017,37.4336054,-122.0984898,gray
iNaturalist,8978856,11/29/2017,32.59892879,-85.48483908,gray
iNaturalist,8980365,11/29/2017,40.81726164,-73.9498205,gray
iNaturalist,8980718,10/3/2017,40.77376667,-74.43153333,gray
iNaturalist,8991989,11/21/2017,51.0741195,-114.1130972,gray
iNaturalist,8992137,11/29/2017,43.81172167,-79.421905,gray
iNaturalist,8994397,11/29/2017,32.53614496,-94.75235889,gray
iNaturalist,8998118,11/30/2017,51.05633617,-114.0859972,melanic
iNaturalist,8998212,11/30/2017,40.82075035,-73.94725163,melanic
iNaturalist,8998980,10/4/2017,40.774975,-74.43077167,gray
iNaturalist,8998983,11/19/2017,40.7666187,-74.4421208,gray
iNaturalist,8999171,11/16/2017,40.774845,-74.43240333,gray
iNaturalist,8999337,11/30/2017,32.4236095,-81.7804669,gray
iNaturalist,8999827,11/24/2017,36.14771383,-80.30005,gray
iNaturalist,8999994,11/30/2017,40.77385833,-74.43122833,gray
iNaturalist,9000078,12/2/2016,44.30070052,-78.33133802,melanic
iNaturalist,9000202,11/28/2017,51.07519913,-114.1324692,melanic
iNaturalist,9001047,11/24/2017,51.0781599,-114.1358007,gray
iNaturalist,9001339,11/30/2017,38.98077,-76.99198833,melanic
iNaturalist,9001709,10/10/2017,40.0583238,-74.4056612,gray
iNaturalist,9003384,11/30/2017,51.08130327,-114.1212398,melanic
iNaturalist,9003530,10/10/2017,40.7761931,-74.4321199,gray
iNaturalist,9004948,11/7/2017,37.4335909,-122.087832,gray
iNaturalist,9007571,12/1/2017,39.1123483,-75.5109279,gray
iNaturalist,9007625,12/1/2017,35.6162921,-82.5673127,gray
iNaturalist,9007754,12/1/2017,33.65305075,-84.18332446,gray
iNaturalist,9007892,12/1/2017,33.788825,-84.37366333,gray
iNaturalist,9008582,12/1/2017,38.93442154,-76.99703979,gray
iNaturalist,9008845,11/12/2017,33.99886136,-84.0157625,gray
iNaturalist,9009702,11/30/2017,40.766645,-73.9758,gray
iNaturalist,9009986,12/1/2017,40.88103239,-74.02049454,gray
iNaturalist,9010278,12/1/2017,33.86123733,-83.92265677,gray
iNaturalist,9010517,12/1/2017,40.28026462,-74.00526438,gray
iNaturalist,9010772,12/1/2017,38.94578552,-77.00682831,gray
iNaturalist,9010774,12/1/2017,38.9495163,-77.00652313,gray
iNaturalist,9011099,12/1/2017,51.0566,-114.0870972,melanic
iNaturalist,9015152,11/27/2017,37.32328833,-91.95608667,gray
iNaturalist,9016914,9/1/2017,34.1014873,-84.5193754,gray
iNaturalist,9018207,12/2/2017,51.10834979,-114.1854967,gray
iNaturalist,9020532,12/2/2017,40.76449086,-74.17899529,gray
iNaturalist,9020534,12/2/2017,40.76456542,-74.17891356,gray
iNaturalist,9020536,12/2/2017,40.76472638,-74.17772896,gray
iNaturalist,9020539,12/2/2017,40.76489049,-74.17747584,gray
iNaturalist,9020542,12/2/2017,40.76558977,-74.1770246,gray
iNaturalist,9020600,12/2/2017,40.8214411,-73.94679523,gray
iNaturalist,9020605,12/2/2017,40.82131717,-73.94681283,gray
iNaturalist,9020615,12/2/2017,40.82132224,-73.94682398,gray
iNaturalist,9020629,12/2/2017,40.82131659,-73.94688827,gray
iNaturalist,9020935,7/25/2012,42.21026494,-79.46406476,other
iNaturalist,9021306,12/2/2017,41.83161,-87.887166,gray
iNaturalist,9021333,12/2/2017,41.830463,-87.881369,gray
iNaturalist,9021435,12/2/2017,38.93885803,-92.40447235,gray
iNaturalist,9021472,12/2/2017,32.53480465,-94.75301444,gray
iNaturalist,9022251,12/2/2017,30.45098293,-86.93230091,gray
iNaturalist,9022543,9/26/2017,40.7598227,-74.417097,gray
iNaturalist,9022628,12/2/2017,43.3033693,-79.8452047,melanic
iNaturalist,9023079,12/2/2017,45.29390912,-75.81341028,gray
iNaturalist,9023157,12/2/2017,43.27148734,-79.88041162,gray
iNaturalist,9024135,12/2/2017,43.273487,-79.779413,melanic
iNaturalist,9024244,10/10/2017,51.07561383,-114.1347583,melanic
iNaturalist,9024286,10/13/2017,51.07547783,-114.1350555,melanic
iNaturalist,9024360,10/16/2017,51.07725833,-114.1321945,gray
iNaturalist,9024369,10/16/2017,51.0773055,-114.1322333,gray
iNaturalist,9024401,10/16/2017,51.075475,-114.133025,gray
iNaturalist,9024404,10/16/2017,51.07547783,-114.1330722,gray
iNaturalist,9024483,10/18/2017,51.07557783,-114.1347888,melanic
iNaturalist,9024490,10/18/2017,51.07542783,-114.1356195,gray
iNaturalist,9024494,10/19/2017,51.075825,-114.1343222,melanic
iNaturalist,9024509,10/23/2017,51.07543617,-114.1328055,melanic
iNaturalist,9024535,10/27/2017,51.07527217,-114.1338055,melanic
iNaturalist,9024538,10/27/2017,51.0756,-114.1342917,melanic
iNaturalist,9024686,12/2/2017,37.76779463,-122.4746086,gray
iNaturalist,9024797,12/2/2017,39.62272833,-84.11868,gray
iNaturalist,9024804,12/2/2017,39.619645,-84.11906167,gray
iNaturalist,9024943,12/2/2017,49.1856671,-123.9760472,melanic
iNaturalist,9024998,12/2/2017,49.1723155,-123.9696919,gray
iNaturalist,9025636,12/1/2017,33.8274943,-84.2999167,gray
iNaturalist,9025935,11/30/2015,45.386785,-75.70337536,gray
iNaturalist,9026843,12/2/2017,27.19991789,-80.25515679,gray
iNaturalist,9027432,11/25/2017,40.76841333,-73.977005,gray
iNaturalist,9029669,11/30/2017,35.65818628,-78.83798248,gray
iNaturalist,9030275,12/1/2017,37.24885742,-79.92825352,gray
iNaturalist,9030707,10/10/2017,40.77471944,-74.43203611,gray
iNaturalist,9031914,12/3/2017,40.81837923,-73.94897142,melanic
iNaturalist,9031921,12/3/2017,40.8184571,-73.94899062,melanic
iNaturalist,9032074,12/2/2017,36.98156333,-86.46751333,other
iNaturalist,9032601,12/2/2017,36.982495,-86.46762167,gray
iNaturalist,9033214,12/3/2017,28.94272156,-81.34172201,gray
iNaturalist,9034032,11/28/2017,51.07858276,-114.1274414,gray
iNaturalist,9035366,12/3/2017,45.37231779,-75.69768906,melanic
iNaturalist,9035559,12/3/2017,45.38021599,-75.69698095,melanic
iNaturalist,9035698,12/3/2017,45.37521191,-75.69891214,gray
iNaturalist,9036322,12/3/2017,45.51818208,-122.8352132,gray
iNaturalist,9036777,12/3/2017,35.61617099,-88.86496961,gray
iNaturalist,9037597,12/3/2017,43.39755615,-79.70276689,gray
iNaturalist,9038255,12/3/2017,35.49773134,-88.68761659,gray
iNaturalist,9038260,12/3/2017,35.49740379,-88.68134558,gray
iNaturalist,9038676,11/28/2017,33.2844647,-86.8424262,gray
iNaturalist,9039147,10/16/2017,50.98144277,-114.0530525,melanic
iNaturalist,9039189,10/15/2017,50.98233396,-114.0538344,melanic
iNaturalist,9039258,10/23/2017,50.98156486,-114.0530871,gray
iNaturalist,9039357,10/15/2017,50.98208017,-114.0557162,melanic
iNaturalist,9039421,10/25/2017,50.98172838,-114.0530287,melanic
iNaturalist,9039458,10/22/2017,50.98166547,-114.0530236,gray
iNaturalist,9039619,10/15/2017,50.98520219,-114.0627775,melanic
iNaturalist,9039645,10/15/2017,50.98213034,-114.0562701,melanic
iNaturalist,9040053,10/15/2017,50.98087937,-114.0528729,melanic
iNaturalist,9040308,11/5/2017,50.98174704,-114.0530256,melanic
iNaturalist,9040398,10/23/2017,50.98174342,-114.0531579,gray
iNaturalist,9042651,12/4/2017,42.36762802,-71.1236964,gray
iNaturalist,9042688,12/4/2017,42.36634312,-71.12386848,gray
iNaturalist,9042918,12/4/2017,31.331512,-94.707235,gray
iNaturalist,9043109,12/4/2017,40.81847415,-73.94741862,melanic
iNaturalist,9043175,12/3/2017,41.69053333,-73.01310833,gray
iNaturalist,9043525,12/3/2017,49.09940167,-123.1842533,melanic
iNaturalist,9044414,12/4/2017,43.81143667,-79.42195833,melanic
iNaturalist,9044903,12/4/2017,43.251161,-79.7582125,melanic
iNaturalist,9045006,12/3/2017,40.1222434,-83.1039036,gray
iNaturalist,9045007,12/3/2017,40.1222434,-83.1039036,gray
iNaturalist,9045008,12/3/2017,40.1222434,-83.1039036,gray
iNaturalist,9045009,12/3/2017,40.1222434,-83.1039036,gray
iNaturalist,9045814,12/2/2017,35.632567,-82.555516,gray
iNaturalist,9046781,12/4/2017,49.29351713,-123.1494977,melanic
iNaturalist,9046782,12/4/2017,49.29367544,-123.1493253,melanic
iNaturalist,9046783,12/4/2017,49.29375241,-123.1492703,melanic
iNaturalist,9046784,12/4/2017,49.29384421,-123.1491463,melanic
iNaturalist,9046796,12/4/2017,49.29450667,-123.1498483,gray
iNaturalist,9046803,12/4/2017,49.29782,-123.1543317,melanic
iNaturalist,9046804,12/4/2017,49.29569333,-123.1514883,melanic
iNaturalist,9046805,12/4/2017,49.294605,-123.1499533,melanic
iNaturalist,9046806,12/4/2017,49.29459,-123.1499483,melanic
iNaturalist,9046807,12/4/2017,49.29428,-123.1497667,melanic
iNaturalist,9048548,12/4/2017,47.8249693,-122.3003197,gray
iNaturalist,9049111,12/1/2017,51.07905833,-114.1328362,melanic
iNaturalist,9049135,12/1/2017,51.07906383,-114.1328722,gray
iNaturalist,9051726,9/30/2017,40.787878,-74.3882072,gray
iNaturalist,9052994,9/27/2017,40.77634722,-74.43365556,gray
iNaturalist,9053270,10/29/2017,50.98164608,-114.0531278,gray
iNaturalist,9053418,9/26/2017,40.81670858,-73.94892001,gray
iNaturalist,9053690,11/28/2017,35.05159,-83.43575,gray
iNaturalist,9053722,12/4/2017,35.05159,-83.43575,gray
iNaturalist,9053800,11/28/2017,33.46677833,-86.7863,gray
iNaturalist,9053982,12/5/2017,40.81973939,-73.94847963,gray
iNaturalist,9054624,12/5/2017,40.82050589,-73.94731089,gray
iNaturalist,9055179,12/4/2017,51.0803554,-114.1323338,gray
iNaturalist,9055212,11/30/2017,36.98489401,-86.45534986,other
iNaturalist,9056421,12/5/2017,40.81750143,-73.94958792,gray
iNaturalist,9056447,12/5/2017,38.9748716,-77.3518687,gray
iNaturalist,9056530,12/5/2017,51.0597695,-114.1296833,gray
iNaturalist,9060675,5/29/2017,40.65155811,-73.99412155,gray
iNaturalist,9060770,10/21/2017,36.9554591,-86.46670506,other
iNaturalist,9060970,10/15/2016,40.2027214,-77.197232,gray
iNaturalist,9061066,10/15/2017,50.98221454,-114.053695,melanic
iNaturalist,9061068,10/15/2017,50.98223088,-114.0544371,melanic
iNaturalist,9061069,10/15/2017,50.98179602,-114.0533622,melanic
iNaturalist,9061087,10/23/2017,50.98159947,-114.0533306,gray
iNaturalist,9061108,10/29/2017,50.98180538,-114.0531242,gray
iNaturalist,9061136,10/15/2017,50.98223699,-114.0536058,melanic
iNaturalist,9061185,10/15/2017,50.98166515,-114.053127,melanic
iNaturalist,9061422,10/29/2017,50.98177288,-114.0531025,melanic
iNaturalist,9062009,12/4/2017,51.12407778,-113.9617682,gray
iNaturalist,9064377,12/6/2017,51.07553883,-114.1350862,melanic
iNaturalist,9064862,7/20/2013,44.90345244,-93.1973622,gray
iNaturalist,9065016,12/5/2017,40.77475833,-74.43163333,gray
iNaturalist,9065121,10/4/2017,40.7747,-74.42996944,gray
iNaturalist,9065684,10/22/2017,51.04188623,-114.0156877,melanic
iNaturalist,9065952,12/6/2017,40.7623187,-74.4232507,gray
iNaturalist,9066341,12/6/2017,40.82078006,-73.9474548,melanic
iNaturalist,9066495,12/1/2017,51.07711117,-114.1258472,melanic
iNaturalist,9066765,5/27/2016,30.0799405,-95.4171601,gray
iNaturalist,9066803,12/6/2017,44.47841652,-73.19397939,gray
iNaturalist,9067668,12/3/2017,47.672462,-122.308037,gray
iNaturalist,9068036,11/27/2017,51.07793301,-113.9440155,melanic
iNaturalist,9068052,12/2/2017,51.08195919,-113.9364624,gray
iNaturalist,9068683,12/6/2017,51.05395585,-114.0691074,melanic
iNaturalist,9069744,10/16/2017,50.98174814,-114.0529519,melanic
iNaturalist,9069745,12/5/2017,26.41750333,-80.09490283,gray
iNaturalist,9069941,10/22/2017,50.98177653,-114.0531253,melanic
iNaturalist,9070765,11/30/2017,35.30891019,-83.17393396,gray
iNaturalist,9070937,12/6/2017,41.3346812,-73.1109435,other
iNaturalist,9071061,1/12/2014,43.30240542,-79.84416962,melanic
iNaturalist,9071224,7/7/2016,27.84130669,-82.66746521,gray
iNaturalist,9072585,12/4/2017,45.387086,-75.703204,melanic
iNaturalist,9074289,11/22/2017,47.29838833,-122.3586417,gray
iNaturalist,9074455,11/27/2017,43.53068697,-80.22697289,melanic
iNaturalist,9074807,12/5/2017,25.6792832,-80.2742947,gray
iNaturalist,9075195,12/6/2017,41.67022167,-72.92875,gray
iNaturalist,9076552,12/7/2017,40.81760323,-73.94860234,gray
iNaturalist,9076910,12/7/2017,51.07892733,-114.1275332,melanic
iNaturalist,9078030,8/29/2017,36.98510961,-86.45551728,gray
iNaturalist,9078746,5/23/2015,35.2393977,-82.515757,other
iNaturalist,9080264,12/7/2017,40.89025311,-73.90602458,gray
iNaturalist,9080900,12/7/2017,51.05441388,-114.1223006,melanic
iNaturalist,9080920,12/7/2017,51.05575485,-114.1203335,melanic
iNaturalist,9081127,12/5/2017,40.77615,-74.43206111,gray
iNaturalist,9084050,12/3/2017,34.16192327,-80.89631706,gray
iNaturalist,9084055,11/7/2017,51.09734717,-114.216605,gray
iNaturalist,9084091,12/7/2017,40.00670698,-75.05668245,gray
iNaturalist,9084234,12/3/2017,34.16193533,-80.89633253,gray
iNaturalist,9084350,12/6/2017,40.740906,-74.17395,gray
iNaturalist,9084568,12/2/2017,34.16193533,-80.89632851,gray
iNaturalist,9084594,12/2/2017,34.16193422,-80.89632851,gray
iNaturalist,9085127,11/23/2017,50.94175833,-114.0578778,melanic
iNaturalist,9085146,11/23/2017,50.94053333,-114.0580667,gray
iNaturalist,9086071,12/4/2017,51.07879089,-114.1272306,gray
iNaturalist,9086429,12/7/2017,47.58660191,-122.1487933,gray
iNaturalist,9086451,12/6/2017,51.07834069,-114.132544,gray
iNaturalist,9087667,11/2/2017,51.09302783,-114.115325,melanic
iNaturalist,9089356,11/21/2017,32.6824066,-94.1768383,gray
iNaturalist,9089387,12/5/2017,51.07888796,-114.1184624,gray
iNaturalist,9089429,12/7/2017,51.07913988,-114.1180231,gray
iNaturalist,9089492,11/22/2017,32.6824066,-94.1768383,gray
iNaturalist,9089670,10/13/2017,40.77461532,-74.42870087,gray
iNaturalist,9089815,12/8/2017,41.827034,-88.207841,gray
iNaturalist,9089860,12/8/2017,47.48252723,-122.2696795,gray
iNaturalist,9091507,12/8/2017,40.81705066,-73.94935247,gray
iNaturalist,9091609,12/8/2017,40.82047181,-73.94740072,gray
iNaturalist,9091839,12/5/2017,51.07756175,-114.128881,gray
iNaturalist,9092087,10/1/2017,36.98496667,-86.45545833,other
iNaturalist,9093002,11/27/2017,36.98249817,-86.45722198,gray
iNaturalist,9093747,12/8/2017,37.98435004,-84.51478245,gray
iNaturalist,9093936,11/11/2004,47.30903425,-122.5326633,gray
iNaturalist,9094325,12/6/2017,31.96135587,-95.2658818,gray
iNaturalist,9094773,11/9/2017,51.12756806,-113.9326445,gray
iNaturalist,9094943,11/1/2017,51.0966516,-114.2235812,melanic
iNaturalist,9095295,11/9/2017,36.98609683,-86.45455722,gray
iNaturalist,9097414,12/9/2017,40.77712949,-74.43356931,gray
iNaturalist,9098809,12/3/2017,37.59664346,-77.47156799,gray
iNaturalist,9098848,12/8/2017,40.27568,-73.99768833,gray
iNaturalist,9099634,12/9/2017,38.94622833,-92.44657333,gray
iNaturalist,9099727,12/9/2017,42.6053722,-71.57006795,gray
iNaturalist,9099752,12/9/2017,42.40825909,-71.11587095,gray
iNaturalist,9100103,3/22/2011,43.30301026,-79.8451109,gray
iNaturalist,9102335,12/9/2017,43.85600127,-79.52897977,gray
iNaturalist,9102338,12/9/2017,43.4583912,-79.74827975,gray
iNaturalist,9102573,12/9/2017,43.45529529,-79.72596468,gray
iNaturalist,9102576,12/9/2017,43.45529529,-79.72596468,melanic
iNaturalist,9103327,12/9/2017,29.827955,-82.59619167,gray
iNaturalist,9104434,12/9/2017,36.994775,-122.0641638,melanic
iNaturalist,9106448,12/9/2017,41.96377419,-87.63485321,gray
iNaturalist,9106476,12/7/2017,33.2377157,-86.8242306,gray
iNaturalist,9108103,10/5/2017,40.77603611,-74.43222778,gray
iNaturalist,9108104,10/5/2017,40.77601667,-74.43274722,gray
iNaturalist,9108105,10/5/2017,40.77601944,-74.43271667,gray
iNaturalist,9108107,10/5/2017,40.776025,-74.432725,gray
iNaturalist,9112115,7/18/2017,41.6675689,-87.0274437,gray
iNaturalist,9112482,12/10/2017,31.331512,-94.707235,gray
iNaturalist,9112907,12/10/2017,31.358084,-94.727106,gray
iNaturalist,9113611,12/10/2017,40.81577357,-73.94953139,gray
iNaturalist,9114087,12/10/2017,41.2022445,-73.10646564,gray
iNaturalist,9114111,12/10/2017,41.20237924,-73.10660449,gray
iNaturalist,9115296,12/10/2017,30.6262722,-95.5276947,gray
iNaturalist,9116359,12/10/2017,47.67264057,-122.3056627,gray
iNaturalist,9116432,11/3/2017,40.76604653,-74.43014145,gray
iNaturalist,9116683,12/6/2017,40.741495,-74.17408833,gray
iNaturalist,9116701,11/25/2017,40.7598227,-74.417097,gray
iNaturalist,9116745,12/9/2017,45.36866977,-75.7961154,melanic
iNaturalist,9116750,12/9/2017,45.36873007,-75.79624414,gray
iNaturalist,9116994,10/25/2017,40.7761931,-74.4321199,gray
iNaturalist,9117042,10/3/2017,40.77376667,-74.43153333,gray
iNaturalist,9117545,12/10/2017,35.19873553,-89.76047069,gray
iNaturalist,9117634,10/12/2017,40.77501667,-74.42977778,gray
iNaturalist,9118840,12/10/2017,40.77557265,-74.43305944,gray
iNaturalist,9119123,10/10/2017,40.77453611,-74.43194444,gray
iNaturalist,9121076,12/10/2017,45.58097,-94.39169,gray
iNaturalist,9121477,12/10/2017,37.3772109,-122.0396546,gray
iNaturalist,9123172,12/8/2017,40.81642112,-73.94900506,melanic
iNaturalist,9123262,12/10/2017,32.5350739,-94.75257566,gray
iNaturalist,9123649,11/7/2017,40.74117,-74.17343833,gray
iNaturalist,9123886,12/7/2017,42.81289667,-70.875825,gray
iNaturalist,9123890,12/7/2017,42.81183833,-70.87651167,gray
iNaturalist,9123898,12/7/2017,42.808625,-70.87471667,gray
iNaturalist,9124677,12/7/2017,40.1261743,-82.9290696,gray
iNaturalist,9124682,12/6/2017,40.1261743,-82.9290696,gray
iNaturalist,9125721,10/19/2017,40.819233,-73.947859,melanic
iNaturalist,9126724,12/11/2017,27.9436042,-81.3706272,gray
iNaturalist,9128411,12/4/2017,43.06875667,-79.07020333,gray
iNaturalist,9128767,12/11/2017,45.516829,-122.9037853,gray
iNaturalist,9129166,12/11/2017,38.97572327,-77.20665741,melanic
iNaturalist,9129170,12/11/2017,38.97594833,-77.20680237,melanic
iNaturalist,9129213,12/10/2017,34.16192534,-80.89632851,gray
iNaturalist,9129299,12/10/2017,34.16192201,-80.89632582,gray
iNaturalist,9129307,12/10/2017,34.16193644,-80.89632717,gray
iNaturalist,9129561,11/8/2017,40.81814963,-73.94823834,gray
iNaturalist,9130065,5/28/2017,41.579034,-81.422682,gray
iNaturalist,9130095,12/9/2017,34.16193533,-80.89632985,gray
iNaturalist,9130104,12/9/2017,34.16192978,-80.89633119,gray
iNaturalist,9130144,12/9/2017,34.16193644,-80.89633521,gray
iNaturalist,9130150,12/9/2017,34.16197417,-80.89645994,gray
iNaturalist,9130195,12/9/2017,34.16193865,-80.89633655,gray
iNaturalist,9133113,12/7/2017,35.497852,-82.60824,gray
iNaturalist,9134123,12/12/2017,46.4890282,-95.5783137,gray
iNaturalist,9134241,11/17/2017,46.4890282,-95.5783137,melanic
